"RowIndex","Prediction"
1,-7.75475922889482
2,-25.9394466621011
3,17.6113576395087
4,16.4054796035128
5,-0.208294325335764
6,30.8417769302684
7,11.2824021363155
8,6.8465736143007
9,13.3031087153241
10,-1.05608800073047
11,-0.471666577278137
12,-13.4786434951868
13,-7.81422221914016
14,30.01149201283
15,3.87469407518706
16,-11.0637966715125
17,4.50577238703348
18,-13.8427558691653
19,-8.71562338444711
20,-15.8807732529606
21,-17.4613155984331
22,-8.40546912991125
23,-8.78239074102795
24,17.7721933289577
25,-7.90090515976835
26,6.59008041150839
27,-12.359920741016
28,-7.39656641026414
29,2.44993594398411
30,-12.2559565495766
31,6.01317645250048
32,9.81654788450685
33,10.139482376775
34,-9.45468132873937
35,-7.12951034921174
36,-8.76661031133315
37,8.71639763796423
38,12.512479768818
39,-14.2855520652035
40,31.5228180551566
41,-15.5397712183381
42,15.4905519346211
43,-15.4524056474198
44,-17.1544663285558
45,5.88794269879221
46,-5.78412965625655
47,5.1975430155144
48,-17.4320787507961
49,-11.9675514093367
50,-6.90148347903854
51,-8.97471254461902
52,19.2055601774285
53,19.0035444039634
54,-7.52593230610207
55,22.0417878193056
56,-23.2772570449425
57,-10.1035139766986
58,23.6122859181613
59,-0.718254319995473
60,-9.92906008716639
61,14.031014338012
62,-9.05158708236144
63,-7.39656641026414
64,33.5032501555027
65,-3.60776061889673
66,17.2891146439205
67,24.9633806667959
68,-15.2501891905145
69,8.89570526227426
70,-10.0588612694803
71,29.7064519866951
72,32.230623184493
73,32.8544149372633
74,-4.7412897328723
75,-7.27438331049997
76,6.33487418871394
77,-6.86238426379165
78,-4.20916483295731
79,-6.50137468234879
80,9.0952683587127
81,-16.4613048912888
82,-2.98208815015944
83,27.6365442866878
84,-4.30615412943429
85,-1.35910924549382
86,-12.0160411525917
87,-15.1084830409626
88,8.54614349704938
89,-27.0260764875139
90,-14.6173349146664
