"RowIndex","Prediction"
1,-7.61897696731044
2,-25.2626381821937
3,17.3325404995836
4,16.3626961747079
5,-0.584468923817842
6,30.5190669104208
7,11.1987515326311
8,6.82433548696741
9,13.5413736051637
10,-1.0284806545465
11,-0.801221580120127
12,-13.0434962166973
13,-7.68055860439037
14,29.6926929231352
15,4.05010536538523
16,-10.905347451959
17,4.74015333561632
18,-13.5473791817257
19,-8.50672054857652
20,-15.4112362217451
21,-17.0418071925792
22,-8.09511679750251
23,-8.43830746415296
24,17.9048597013204
25,-7.55575081203094
26,6.39476940455185
27,-12.1202219599774
28,-7.33442677433409
29,2.60428103701954
30,-12.0320046041138
31,6.18185463842367
32,9.93527057178408
33,10.3299163226541
34,-9.21343118551245
35,-7.03713344068042
36,-8.57186710325828
37,8.85405554478091
38,12.6516575602112
39,-13.9601497400941
40,31.3844702043969
41,-15.188895834807
42,15.2940262093996
43,-15.0690053138075
44,-16.7872959764917
45,6.09815869795156
46,-5.50284574947825
47,5.19348999714501
48,-17.0936243960288
49,-11.8927084711279
50,-6.87006016122596
51,-8.59109741961985
52,18.8619306423122
53,19.0303311674648
54,-7.50091021555764
55,21.839941588808
56,-22.5892588753699
57,-9.84811031864215
58,23.5505052026049
59,-0.499660624151757
60,-9.79507323048347
61,13.8334591773164
62,-8.92471072629687
63,-7.33442677433409
64,33.054750824108
65,-3.29517411141809
66,17.3546333568112
67,24.764964419849
68,-14.9146950456616
69,8.64737538780866
70,-9.91761726501215
71,29.4483727793956
72,31.9534285334559
73,32.4461711422894
74,-4.69455619796522
75,-7.1359390586378
76,6.40598374600725
77,-6.78359792705307
78,-3.99851393407804
79,-6.49477522394557
80,8.88816297988734
81,-16.1911064284546
82,-3.19383498861129
83,27.4034931074942
84,-3.87397479816072
85,-1.31811718750576
86,-11.8031571228055
87,-14.8652301430181
88,8.5956147349925
89,-26.2367067152289
90,-14.4535150739102
