"RowIndex","Prediction"
1,-7.62238878399706
2,-25.0548598209274
3,17.4831342693203
4,16.350549299168
5,0.276612098903902
6,30.863932740784
7,11.7561541265181
8,6.34333843079953
9,12.7815189229082
10,-1.44359774364252
11,-0.152628224091849
12,-13.8420199372748
13,-8.09029917036239
14,29.3294364399401
15,3.57406106892709
16,-11.0847425091186
17,4.73166676318441
18,-13.8994423916902
19,-7.7858982410791
20,-14.1379169606957
21,-17.5148369728161
22,-7.78123737710048
23,-9.04134292163947
24,18.1621427108071
25,-8.3331307017251
26,6.8811903531779
27,-12.4894595714317
28,-7.40819058904575
29,2.70747897670641
30,-12.1147621133405
31,6.00891354094319
32,9.98115798784788
33,10.5266352611724
34,-9.2815751246382
35,-6.69174669246922
36,-8.16821522010205
37,9.37591498606481
38,12.1260079730835
39,-14.0760654210526
40,31.2096396753694
41,-15.0035417372082
42,16.0475527339102
43,-15.3352756295078
44,-17.086521095183
45,4.96419357643305
46,-6.23119391099543
47,5.44010700670648
48,-17.8764662961514
49,-12.1546632374506
50,-7.16657219866128
51,-8.4784560638663
52,19.0665780468708
53,18.5862374307813
54,-7.64789130534427
55,22.2262351974689
56,-22.5770496034054
57,-9.87178621028843
58,23.8254888490958
59,-0.301669834337099
60,-9.86608174930328
61,14.3906272806652
62,-9.34083184479205
63,-7.40819058904575
64,32.8987654872861
65,-3.71809038950164
66,17.3299846807695
67,25.2598992642591
68,-15.7468515682857
69,9.77832557459234
70,-10.0133197891445
71,29.7838903598937
72,31.9649783520514
73,31.8363701844749
74,-4.89823837096446
75,-7.34624305972015
76,6.18771310667528
77,-7.23878493908473
78,-3.72142265927781
79,-6.63749563431396
80,9.02606041624421
81,-16.6389121077603
82,-2.40440320096884
83,27.4467118360316
84,-4.78970686081488
85,-0.662944872902579
86,-12.3719758078325
87,-15.3347688057944
88,8.27291229211485
89,-25.913939528662
90,-14.5522373067468
