"RowIndex","Prediction"
1,-7.4676002862358
2,-25.042207305096
3,17.7792462791146
4,16.0017136427217
5,0.842866275844197
6,30.6601072081738
7,10.9893418115315
8,7.51710050563182
9,13.1032517215526
10,-0.139083832211145
11,0.59547647448696
12,-12.9166288018677
13,-7.05524972812423
14,30.4157065568396
15,4.06923997976727
16,-10.5793638433137
17,4.14765546064763
18,-13.3691052993929
19,-7.87488211223784
20,-15.8427179722015
21,-16.7659671366214
22,-8.18291750629783
23,-7.9914352820862
24,17.3842333305848
25,-7.30044946563323
26,7.05961680469603
27,-11.6572690644586
28,-6.12778949488394
29,2.25484156266448
30,-11.3853339334795
31,6.17566697336486
32,9.47383548846629
33,9.97142968059546
34,-8.79559113756576
35,-6.71053176276958
36,-8.50869428002736
37,9.12461292384432
38,12.8712812066398
39,-14.1632818378433
40,31.0871821800981
41,-14.8812335546513
42,15.9028546134201
43,-14.6036630358381
44,-16.2171884978268
45,6.00111875192952
46,-5.79244963884279
47,5.84072156703395
48,-16.8702304738617
49,-11.452802525363
50,-6.10994952295585
51,-8.81331979352999
52,19.563634300398
53,18.7062383311742
54,-6.82604048482719
55,21.9117772377698
56,-23.5580769144032
57,-10.0157794559819
58,23.1521202353107
59,-0.431065613271056
60,-9.9218627687158
61,14.1841777011813
62,-8.42565981392611
63,-6.12778949488394
64,33.5626687799175
65,-3.36642118560989
66,17.4695360713254
67,24.6285804240636
68,-14.827423828946
69,9.05405621742199
70,-9.35834698985646
71,29.8738343565273
72,32.5492480849578
73,32.4010095408645
74,-4.13461055941356
75,-6.21827086346457
76,6.47295977904721
77,-6.16179458851359
78,-3.70944629179107
79,-5.73761942444725
80,9.25156815720417
81,-15.9098748663189
82,-1.97459078534033
83,28.2010226550328
84,-4.1438989718872
85,-0.86190183450858
86,-11.2497241206868
87,-14.5294946312385
88,8.42902020103332
89,-26.39019033893
90,-14.2551440518182
