"RowIndex","Prediction"
1,-7.66116318361117
2,-25.1054984024752
3,17.4039416918683
4,16.3783619207456
5,-0.211482473419483
6,30.4873115146304
7,11.4429896756537
8,6.5413096376185
9,13.1095751187331
10,-0.816280834492376
11,-0.426622912860513
12,-13.0913669330114
13,-7.67763268084137
14,29.8866766445084
15,3.97855342995274
16,-10.6811718297425
17,4.45179913736887
18,-13.5372328629651
19,-8.29259982574378
20,-15.5849391935303
21,-17.1472136035874
22,-8.13290724352394
23,-8.57076145522306
24,17.4953486359468
25,-7.59673734608746
26,6.91283515516964
27,-12.0002279633376
28,-7.26550049004606
29,2.20413094669167
30,-12.038133758126
31,6.0808929829814
32,9.96053708550506
33,10.0593528763251
34,-9.37695370536117
35,-7.07714268749776
36,-8.58181403441322
37,8.73595086767493
38,12.4022947586887
39,-13.8139022625316
40,31.2867746468824
41,-15.3306181791219
42,15.4172074918405
43,-15.3527901274916
44,-17.0055118285262
45,5.69130461304627
46,-5.78426753781875
47,5.43111439999527
48,-17.1140812745054
49,-11.7835939289278
50,-6.68502906838211
51,-8.67294731767235
52,18.9247573666963
53,18.6229280208102
54,-7.38714491672621
55,21.7186200381828
56,-22.6133922956108
57,-9.95005089457208
58,23.5873578662744
59,-0.725829733644139
60,-9.64729284480379
61,13.9931122395736
62,-8.75720924767704
63,-7.26550049004606
64,33.2316484389141
65,-3.0364097852131
66,17.1521348857364
67,24.7764652803391
68,-14.896781239099
69,9.10731601793518
70,-9.89307500612215
71,29.5630880483925
72,32.0822070159745
73,32.6606818681746
74,-4.62827700543436
75,-7.03707883995147
76,5.98289360346584
77,-6.5921344134979
78,-3.82756208123742
79,-6.33495701005061
80,9.06614326966942
81,-16.1739944298523
82,-2.82950260459231
83,27.5346295413672
84,-4.20976569906978
85,-1.14091037362384
86,-11.725675587157
87,-14.8777848750665
88,8.51952072196294
89,-26.0738079038905
90,-14.6014269369739
