"RowIndex","Prediction"
1,-7.51657781784234
2,-25.105398718849
3,16.872318583447
4,16.612111381266
5,-0.843253718501007
6,30.4761448293346
7,11.2169860213311
8,6.88068782013004
9,13.7227696436167
10,-1.70978523232503
11,-0.917291218179119
12,-13.3326814781377
13,-7.69252032183323
14,28.8931176159844
15,4.03838285838904
16,-11.1599758961209
17,6.01173415867226
18,-12.9172751442628
19,-9.61365044910099
20,-15.7053675767345
21,-16.4934332784548
22,-7.52937116554564
23,-8.50220360789379
24,18.7943354245768
25,-7.01089383782438
26,6.33410334941455
27,-12.6163395968548
28,-7.52590396710039
29,4.29228117067222
30,-12.0156032190491
31,6.51609541279756
32,9.72998719812642
33,11.3227406049952
34,-9.11604354509938
35,-6.75874928740266
36,-8.67606826122823
37,8.82008805765618
38,13.1255733766369
39,-13.4294322984236
40,31.0672800677301
41,-15.1373114586715
42,14.6279299033953
43,-14.8053109088663
44,-16.2445228743448
45,6.65170474074904
46,-5.05058357314972
47,5.79203535318015
48,-17.5103531066786
49,-11.9490494209412
50,-7.28884699388824
51,-8.75367125816957
52,17.9849925188375
53,19.4787950064655
54,-7.74812407613186
55,22.094627720578
56,-21.9169576095959
57,-9.88911518843061
58,23.599354020993
59,-0.944850926632608
60,-9.75345647235043
61,13.7710175309897
62,-9.50216539638269
63,-7.52590396710039
64,32.3183128538733
65,-4.28579148375154
66,17.2874149576887
67,24.3779872759876
68,-13.9501584462714
69,8.35298566186238
70,-10.2415775171296
71,28.8486992390114
72,30.6883104813484
73,31.7149047596397
74,-4.99417744737062
75,-7.46406782311104
76,7.4012988500036
77,-7.01618044612243
78,-4.87695962969499
79,-6.80037559224709
80,9.29864305391296
81,-16.0362226458517
82,-3.63010675683191
83,26.9106407398097
84,-3.59638602590127
85,-2.31773751698877
86,-11.9797009662601
87,-14.4011252155919
88,8.89076814705409
89,-25.5761038071438
90,-13.9808400421479
