"RowIndex","Prediction"
1,-7.48457683364306
2,-25.3063605507231
3,17.4271582764714
4,16.2975492188947
5,-0.102414268604505
6,30.350306089932
7,11.2814717237167
8,6.87796088845362
9,13.2870398069282
10,-0.919962634277832
11,-0.368352613571139
12,-13.1361000973347
13,-7.51979252151025
14,29.5812085830729
15,3.94789086645653
16,-10.6714715605759
17,4.66810659708382
18,-13.5067192746529
19,-8.39384480319045
20,-15.4327074815395
21,-17.0579442728548
22,-8.05186426924204
23,-8.42937704189811
24,17.653082676309
25,-7.52049098595561
26,6.56498168932625
27,-12.0275712015386
28,-7.05707847545158
29,2.71621266432386
30,-11.8374264215403
31,6.14156639696383
32,9.87157693267368
33,10.2423509327746
34,-9.08926932378971
35,-6.87034542751457
36,-8.43431000134533
37,8.73766413754606
38,12.4360166565606
39,-13.8258591320259
40,31.0833952066486
41,-15.1934647071091
42,15.3250759761837
43,-15.0064807557771
44,-16.6525927821433
45,5.99590537890696
46,-5.53178731618631
47,5.2231088970026
48,-16.9800198500493
49,-11.6100058516727
50,-6.64033389362758
51,-8.64106969906597
52,19.0422600354692
53,18.8632793245012
54,-7.2222338019251
55,21.8100921708873
56,-22.6715284972354
57,-9.73058759537794
58,23.3107802327577
59,-0.59806653799099
60,-9.60087328916254
61,13.9248501566405
62,-8.75394995751047
63,-7.05707847545158
64,32.918878679746
65,-3.34968292077685
66,17.1239458499637
67,24.5668182350562
68,-14.8248242381881
69,8.77902844487194
70,-9.72666782690657
71,29.2210042313066
72,31.7209573923387
73,32.3080663583703
74,-4.50153866017093
75,-6.99433433962706
76,6.37735110229333
77,-6.59966174348648
78,-3.94318493403393
79,-6.21598308506464
80,9.03063983422753
81,-16.0462810715156
82,-2.76225531018966
83,27.2224106242033
84,-4.06378991529053
85,-1.21783793899848
86,-11.6310310497326
87,-14.7173839985562
88,8.5924008804207
89,-26.3549507972402
90,-14.2101821880051
